cd_ibge,prob_risco,y_true
2706000,0.0032838659831985043,0
2706000,0.004437870922318676,0
2706000,0.0045449314135403256,0
2706000,0.007161725680402702,0
2706000,0.007314465664191276,0
2706000,0.008081165957842529,0
2706109,0.1757528511868391,0
2706109,0.18013197760211797,0
2706109,0.07162865140575181,0
2706109,0.1167664697743468,0
2706109,0.08144981059900966,0
2706109,0.11397049874541518,0
2706109,0.054825208698301556,0
2706109,0.06597466753519086,0
2706109,0.08099861231831372,0
2706109,0.05447995848835805,0
2706109,0.0377246203531501,0
2706109,0.02173503893054044,0
2706109,0.027824787062460613,0
2706109,0.05472834605974169,0
2706109,0.04264785008598074,0
2706109,0.5352216783222343,1
2706109,0.6960162977470576,1
2700201,0.022595479122164655,0
2700201,0.023283181725258065,0
2702405,0.009117450347141592,0
2702405,0.004716463712104122,0
2702405,0.01011549078424582,0
2702405,0.005599170115807428,0
2702405,0.012643125493627805,0
2702405,0.022985440283171843,0
2702405,0.015140567526314215,0
2702405,0.00747318115889263,0
2702405,0.01591827028078773,0
2702405,0.030948955556122204,0
2702504,0.016448649606782897,0
2702504,0.025978684501945848,0
2702504,0.02203810655534199,0
2702504,0.010492122899584731,0
2702504,0.007003470608245865,0
2702504,0.013699332683196027,0
2702504,0.013270909176666635,0
2702504,0.051569585442614536,0
2702504,0.060453786844529046,0
2702504,0.012636478707358055,0
2702504,0.01660805132805257,0
2700201,0.008712010482250265,0
2700201,0.005581596436025447,0
2700201,0.004773487499146668,0
2700201,0.009996776414013545,0
2700201,0.012955031369147179,0
2700201,0.049560452920664154,0
2700201,0.028748965455505957,0
2706307,0.05662228380567508,0
2706307,0.07227118688246403,0
2704104,0.013590117260016793,0
2707206,0.025463029766326677,0
2707206,0.03917773045273525,0
2707206,0.015488397366584717,0
2707206,0.012639650289479967,0
2707206,0.015831228884672397,0
2704609,0.034141937859140964,0
2704609,0.040849303159158475,0
2704609,0.0504131514008008,0
2704609,0.055512416123183,0
2704609,0.07289312293468049,0
2704609,0.07080766579400427,0
2705309,0.01100025392775963,0
2705309,0.015437079283506547,0
2705309,0.020788474812012833,0
2705309,0.01171233776679868,0
2705309,0.02014272543051965,0
2705309,0.0260907989762704,0
2705309,0.021355149481326524,0
2705309,0.002866135609268783,0
2705309,0.005610911098690672,0
2705309,0.006372243719528575,0
2706307,0.08984245478790925,0
2704104,0.01316383145741206,0
2704104,0.011977054428807732,0
2704104,0.006972987590342642,0
2704104,0.007016286305407268,0
2704104,0.014105982416309957,0
2704104,0.010033637639597836,0
2708006,0.04099976639922836,0
2708006,0.04304573462308904,0
2704302,0.06967153450136707,0
2700300,0.005255585013271079,0
2700300,0.005967956976070346,0
2700300,0.007588033040240573,0
2700300,0.028444794043517622,0
2702900,0.024570069585348235,0
2700300,0.07118329442250523,0
2700300,0.0748603510558554,0
2700300,0.013947947064208245,0
2700300,0.011714611446412908,0
2700300,0.012479857925058107,0
2700300,0.026657484282010424,0
2700300,0.02433758418476596,0
2700300,0.002206405537822316,0
2700300,0.0027211338750569485,0
2700300,0.0011393195112242103,0
2706703,0.09100864127498162,0
2706703,0.1164011850550414,0
2702306,0.004127189107163832,0
2702306,0.011334725788347199,0
2702306,0.02139180546219824,0
2702306,0.015334940818056766,0
